country_code,country_name,year,gdp,htexp,inet,terenr,secenr,labor,pop,infl,rdexp,hci,broad,rdrate,eco_fre,fdi,gii,eduexp,gfcf,ictexp,cc,ge,pv,rl,rq,va,mobile,nfa,nbden,suscom,trade,hdi,sciart,secsvr,ai_art,Overallscore,Government,TechnologySector,DataandInfrastructure,Vision,GovernanceandEthics,DigitalCapacity,Adaptability,Size,InnovationCapacity,HumanCapital,Infrastructure,DataAvailability,DataRepresentativeness,EGDI,HCI1,OSI,TTI,Intellectualcapital,AI_Doc,DT,ln_gdp,Institutions_Index,trade_normalized,country_id,AI_Doc_norm,Inf_data,inf_data_avg,Inf_dataxAI
ALB,Albania,2024,2040000000000,,,,,1369710,2714617,2.688874456,,,,,65,-1453695575,24.5379298,,535000000000,239701718,,,,,,,,1010000000000,,49.17641925,79.07075977,,,1324.680425,,45.46622776,47.92975113,28.36110633,60.10782582,0,59.30598258,59.69410733,72.71891460000001,13.00632636,35.48023054,36.59676207,36.76640809,59.67893434,83.87813504,.8,.81059,.81441,.77497,42.1068950025108,19,52.046482,28.343971,,.18698148,Albania,.0003522436,-.20797659,48.222672,-.000073258423
DZA,Algeria,2019,8210000000000,,55.8,54.1856308,,12667017,43294546,.882992829,,,8.275270000000001,,46,-1350051614,23.98,5.575365543,3620000000000,90765792,-.656169534,-.567920983,-1.055853844,-.861034155,-1.388313293,-1.053460002,104.922,7430000000000,.529613625,43.61751846,46.50684261,.753,6230.58,49.75222514,736,,,,,,,,,,,,,,,,,,,38.39131553910516,517,,29.736374,-2.3712406,.10750217,Algeria,.01009765,,,
DZA,Algeria,2020,7800000000000,,63.5,53.61402893,,12046917,44042091,-4.711383917,,.534556448,8.606450000000001,,47,-1129312784,30.46,6.193917274,3360000000000,74097259,-.666826963,-.573643208,-.847820401,-.798027575,-1.355300307,-1.088508606,103.437,6320000000000,.508024856,41.10210539,40.38975656,.742,5709.84,47.81789312,825,33.46609074,29.00437416,24.23727502,47.15662303,0,40.03319431,31.29666667,44.68763568,3.667589097,33.09378866,35.9504473,37.92153575,51.65833334,51.89,.5173,.6966,.2765,.5787,35.67290362877126,601,40.292179,29.685144,-2.267694,.092572093,Algeria,.011741453,-.45296031,44.789936,-.0053184121
DZA,Algeria,2021,8090000000000,,72.2,54.20999146,,12323177,44761099,15.93259959,,,9.33184,,50,-919756337,19.8665134,5.514032841,3370000000000,85419058,-.635961413,-.652745783,-.992457151,-.833022833,-1.181962967,-1.013778567,105.037,5990000000000,.607125493,39.64660046,46.83705926,.755,6839,62.10750098,959,37.92372769,32.96002743,29.57411441,51.23704122,0,41.970695,38.4277025,51.44171222,11.14934247,42.67395538,34.89904539,34.15408419,56.925036,62.63200348,,,,,40.29796819886816,563,43.168941,29.721649,-2.2566097,.10830813,Algeria,.010997828,-.3945784,45.539558,-.0043395055
DZA,Algeria,2022,8380000000000,,74.8,53.40124893,105.9325485,13020342,45477389,22.95126261,,,10.3517,,46,-155552355,16.69632072,4.749246597,3460000000000,87703899,-.638041079,-.5134994980000001,-.650652349,-.83326,-1.063573241,-1.011918902,107.787,8120000000000,.631898805,37.18898821,51.20237574,.761,7606.65,75.07027282999999,1265,35.32545863,30.16661684,29.93052253,45.87923652,0,39.5384781,45.09685333,36.03113593,11.18686347,35.99262538,42.61207873,27.816,47.62052051,62.2,.5611,.6956,.3743,.6133,39.95329705191219,676,40.177792,29.756868,-2.0097418,.11896264,Algeria,.013209135,-.94029868,37.718262,-.012420532
DZA,Algeria,2023,8730000000000,,76.90000000000001,55.51889038,102.7021484,13174228,46164219,.854841037,,,12.0087,,43,-1050427911,16.11548391,5.610157013,3800000000000,85795824,-.589308321,-.67013514,-.57788527,-.678364396,-.948087156,-.97988379,111.606,8900000000000,,37.82654922,43.6829142,.763,,100.2941261,,35.98810889,30.09710595,30.56313517,47.30408556,0,38.55,45.09666667,36.74175712,11.29174708,42.40702536,37.99063307,27.816,49.59125667,64.505,,,,,41.53922511579502,698,40.834641,29.797787,-1.8959514,.10060976,Algeria,.013639655,-.87043667,38.703629,-.011872455
DZA,Algeria,2024,9010000000000,,,,,13294279,46814308,1.700114662,,,,,44,5587,16.16225938,,,,,,,,,,,8780000000000,,38.04743063,,,,119.3438553,,39.05673544,31.67587515,33.25931557,52.23501561,0,44.04483391,35.0113491,47.6473176,10.25145881,45.03332315,44.49316475,29.71848986,55.04811161,71.93844534,.59556,.64179,.332,.8129,40.5438005037319,289,39.925983,29.829355,,,Algeria,.0056358976,-.61219317,42.383301,-.0034502579
AND,Andorra,2024,2988500000,,,,,,81938,3.143655417,,,,,,1444,,,,,,,,,,,,,,45.10611585,,,,17623.08087,,54.4360374,47.34146198,41.05697375,74.90967646,0,86.82800306,39.55399363,62.98385124,36.40055244,52.03034202,34.74002679,60.13906412,69.52685511,95.06311014000001,.68931,.66684,.47804,.9230699999999999,46.8752111317793,1,56.406639,21.818037,,,Andorra,0,.93721247,64.832962,0
AGO,Angola,2019,1550000000000,79264147,32.1,11.06135941,,13331298,32375632,19.18700383,,,.36777,,51,1749052912,,2.073064327,472000000000,20680180,-1.05461812,-1.128489852,-.368411601,-1.023548245,-.833844543,-.793109953,45.8065,7030000000000,,40.73608083,57.82953812,.611,36.39,14.4862037,6,,,,,,,,,,,,,,,,,,,21.78950592344486,3,,28.069277,-2.254499,.13513766,Angola,.000039138176,,,
AGO,Angola,2020,1460000000000,46120730,36.6,,,13743846,33451132,10.76310528,,.36240539,.363264,,52,1956982582,,2.667447329,463000000000,12353060,-.935061216,-1.257484555,-.599917889,-.951058805,-.856853485,-.816005945,43.7804,7310000000000,,40.32732593,65.94202893000001,.61,48.51,19.730274,4,23.78920913,25.62853876,15.68680442,30.05228422,0,31.19484129,41.10779762,30.21151614,4.955385917,25.81256931,16.29245803,27.02684988,31.10000277,32.03,.3847,.5295,.4882,.1364,21.29742308086374,1,33.078217,28.009457,-2.3360856,.15493795,Angola,0,-1.5528249,29.063427,0
AGO,Angola,2021,1480000000000,43596708,39.4,,52.54376984,14529142,34532429,38.82372184,,,.390925,,54,3297745964,14.96466618,2.297108889,488000000000,31756270,-.649475813,-1.12635994,-.71048075,-.983753622,-.670014679,-.859023571,44.3869,5910000000000,,40.89741063,74.46449859000001,.609,42.35,26.17829172,2,22.86557857,27.30429614,13.8571604,27.43527918,0,32.0173425,35.7152765,41.48456556,9.926893836,18.80990925,12.83467811,16.88076998,22.74261973,42.68244784,,,,,17.69121715434181,2,25.112888,28.023064,-2.1464581,.1757389,Angola,.000019569088,-2.1946716,19.811695,-.000042947722
AGO,Angola,2022,1520000000000,77204455,42.1,,,14885226,35635029,13.71059402,,,.386698,,53,6639719014,13.92050655,2.332125902,529000000000,22333790,-.6123757359999999,-1.026034236,-.630108535,-1.022035718,-.606698573,-.807577968,66.60080000000001,6100000000000,1.252036598,37.18599628,69.69107051,.615,44.99,36.53708266,4,24.76924364,21.33362502,14.98163928,37.99246663,0,32.25020912,33.00574,20.07855097,10.05020163,10.7763773,24.11833892,13.97,29.16358693,70.84,.3789,.4648,.4716,.2004,17.6408978236289,4,25.379776,28.049732,-2.0240242,.16408831,Angola,.000058707265,-2.0661924,21.566793,-.0001213005
AGO,Angola,2023,1540000000000,89918197,44.8,9.910849571,,15430003,36749906,17.60013935,,,.373669,,53,2152988344,10.31979258,,501000000000,34445380,-.609920204,-1.008909583,-.341505051,-1.099066019,-.761388183,-.737252414,70.05200000000001,10600000000000,,38.32733383,67.00179328,.616,,40.21778994,,29.14025605,22.54808602,18.50621633,46.36646581,0,36.958,33.02666667,20.20767743,10.43399198,23.15780873,21.92684828,33.97,33.27439744,71.855,,,,,25.76263374190722,2,33.423687,28.062803,-1.9782567,.15752454,Angola,.000019569088,-1.2392564,33.6222,-.000024251118
AGO,Angola,2024,1610000000000,,,,,15960547,37885849,25.23921275,,,,,54,1142726312,10.21620935,,537000000000,28750304,,,,,,,,12400000000000,,36.82963122,62.29591877,,,48.5141563,,26.90798042,19.7326763,15.86558667,45.1256783,0,40.77319437,22.59661708,15.56089378,8.691081657,27.45800788,11.44767046,16.6825532,41.61425127,77.08023043,.41487,.47602,.39624,.37238,16.016036570153,1,26.964474,28.107256,,.14603883,Angola,0,-1.5324293,29.148403,0
ATG,Antigua and Barbuda,2024,4736000000,,,,,,93772,6.318920581,,,,,,-252758909,,,,5445185,,,,,,,,2421051474,,42.32204033,,,,970.438937,,41.61237893,30.68458463,30.65951104,63.49304111,0,50.06815971,27.28836048,45.38181836,23.51799092,36.60890241,31.85163978,38.53196883,58.18052695,93.76662756,.6428199999999999,.71757,.41658,.79426,44.9123744432581,,41.333618,22.27846,,,Antigua and Barbuda,,-.20095889,48.356247,
ARG,Argentina,2019,693000000000,561915855,79.90000000000001,95.07755280000001,110.4985275,20580300,44973465,49.19557906,.478130013,,19.5519,1225,52,-5126459686,31.95,4.771649837,119000000000,2090386135,-.107116245,-.120795332,-.097823091,-.427360445,-.4530797,.570874631,125.303,1480000000000,,45.02865882,32.63061505,.861,9223.65,3016.156305,306,,,,,,,,,,,,,,,,,,,33.66425992779783,124,,27.264296,-.31901219,.073634222,Argentina,.0024069978,,,
ARG,Argentina,2020,625000000000,546445789,85.5,99.26622772,112.4166794,19317784,45191965,40.0830878,.541260004,.602144718,21.1798,1250,53,-3706950767,38.26,5.276899815,104000000000,1992576764,-.163570061,-.254261822,-.071997404,-.486265957,-.498344272,.584501207,121.181,1670000000000,,48.06294149,30.20369881,.851,9999.610000000001,3700.834872,408,50.75365881,60.89564324,30.60470934,60.76062386,100,45.67143258,51.69333333,46.21780703,19.27766507,37.32348215,35.2129808,44.28714658,71.759725,66.235,.8279,.91,.8471,.7265,34.3654001947064,345,55.913403,27.161018,-.43412897,.067710802,Argentina,.0067317663,.47644356,58.023438,.0032073066
ARG,Argentina,2021,690000000000,466425814,87.2,107.130661,116.5594482,20993886,45312281,53.80208777,.522159994,,23.15,1288,53,-5114187942,29.77916762,4.641170025,139000000000,2360129099,-.422596842,-.390557259,.000530059,-.477947891,-.631172717,.61077702,130.353,1650000000000,,48.57452912,33.07868957,.847,9980.73,5116.36128,406,54.35665427,64.86036479000001,33.62326077,64.58633725,100,48.0264325,48.91609,62.49893667,23.23066003,43.43795857,34.20116371,38.29274355,81.37778,74.08848820999999,,,,,37.11093491211552,122,56.195538,27.259958,-.62327802,.074727841,Argentina,.0023678597,.61322862,59.835262,.0014520393
ARG,Argentina,2022,726000000000,663679613,88.40000000000001,107.0479126,115.4348679,21566906,45407904,69.87608425000001,.549470007,,24.6832,1296,50,-13110763935,28.6231408,4.805210114,154000000000,2714649019,-.447221607,-.283489704,-.09859433,-.48235181,-.697565734,.546316981,131.484,4320000000000,,46.89734314,31.54770801,.858,9122.18,5287.339402,335,57.38681671,65.56243864,33.56401642,73.03399508,100,50.89962497,63.78267,47.56745957,24.23108286,33.42866678,43.03229963,72.33799999999999,75.39916667,71.36,.8198,.9173,.8089,.7332,38.55853843359742,124,70.506615,27.310816,-.68140662,.070991151,Argentina,.0024069978,1.5608854,73.868584,.0037570479
ARG,Argentina,2023,714000000000,689722037,89.2,,,22069879,45538401,135.3688763,,,25.3581,,51,-20904799580,28.00122364,,151000000000,2449008628,-.360883951,-.377517343,-.127517909,-.410826534,-.482535392,.533921838,137.706,4370000000000,,47.47017825,26.64051213,.865,,5451.201504,,57.72417372,70.31063450000001,35.27354733,67.58833933,100,69.384,63.78,48.07853802,25.46482429,36.81198051,43.5438372,55.06285132,75.74716667,71.955,,,,,41.83356897975204,125,64.863342,27.294149,-.57478142,.059014075,Argentina,.002426567,.98482257,65.405006,.0023897379
ARG,Argentina,2024,702000000000,,,,,22285744,45696159,207.921861,,,,,50,-8741212671,26.42464614,,125000000000,2810026345,,,,,,,,21000000000000,,47.98639166,28.15940143,,,5453.434281,,56.40407736,64.65383310999999,37.08563876,67.47276022,100,71.34380001,48.86003359,38.41149884,24.3038251,43.88824832,43.06484285,39.95998262,88.34653468,74.11176335,.85733,.93298,.79649,.84254,42.9705824212222,71,59.055515,27.277199,,.062721252,Argentina,.0013698362,.91705579,64.153259,.0012562162
ARM,Armenia,2019,5750000000000,45573711,66.5,53.30681992,93.61714935000001,1491645,2962500,1.065622639,.178540006,,13.2819,,68,-233282275,33.98,2.571912289,998000000000,261674738,-.227039859,-.226045966,-.420024991,-.177464515,.242604271,.054788209,124.614,18123558685,3.60290223,43.32670254,96.11415413,.796,627.03,477.9746835,25,,,,,,,,,,,,,,,,,,,34.15884476534296,25,,29.38022,-.32577688,.22857958,Armenia,.00046965812,,,
ARM,Armenia,2020,5330000000000,26514439,76.5,53.30612946,94.89111328,1476483,2961500,1.806592702,.209199995,.578998804,14.8884,,71,-85861619,38.13,2.705559969,983000000000,328452933,-.003474974,-.304547429,-.77164489,-.125831425,.238748029,.047347892,120.682,-507000000000,3.02108879,47.24765753,69.48880754,.761,622.39,587.8777646,34,42.71728292,39.05524139,30.1643814,58.93222597,0,49.91452781,56.21,50.09643774,12.43028758,43.57732767,34.48552894,45.2580696,72.27360833,59.265,.7136,.7872,.7,.6536,38.38591480096508,9,57.913891,29.304373,-.38164768,.16359465,Armenia,.00015655271,.52773064,58.765839,.000082617662
ARM,Armenia,2021,5640000000000,37562644,78.59999999999999,58.75630951,97.30155945,1495617,2962300,6.900513658,.205569997,,16.2566,,72,-341851474,31.41305323,2.767849922,1220000000000,382373108,.048684645,-.282197446,-.804041028,-.119838461,.131828442,.054160796,125.395,-159000000000,3.628438855,47.42677941,79.66988882,.786,576.14,712.9595247,45,45.92539398,43.10368917,31.13789199,63.53460079,0,50.1570275,56.2217025,66.03602667,19.82907298,45.25227355,28.33232943,38.58811841,80.03300067000001,71.98268330000001,,,,,37.37103481356678,10,58.280941,29.360905,-.40319121,.18844378,Armenia,.0001761218,.57561719,59.310558,.00010137873
ARM,Armenia,2022,6350000000000,497178920,77,59.80644989,96.86456299,1480203,2969200,7.985878528,.209549993,,17.7301,1187,65,-925913972,26.59152932,2.491899967,1390000000000,711382753,.027907174,-.314792365,-.740756273,-.169515803,-.019078802,.090325817,130.54,375000000000,6.35218398,43.07558705,101.4107783,.801,655.3,862.1851004,56,41.91047934,43.59290679,31.07471288,51.06381836,0,50.36243889,66.47526999999999,57.53391826,20.14038133,29.14180259,43.94195473,32.998,53.72554241,66.47,.7364000000000001,.7945,.7221,.6925,32.83255066981339,16,51.066269,29.479475,-.47673956,.24150714,Armenia,.00029353634,-.54737622,43.361771,-.00016067481
ARM,Armenia,2023,6880000000000,822532500,80,61.18579865,95.12464905,1479436,2964300,2.673003549,.181150004,,18.5458,1040,65,-526510467,28.04386215,.242599994,1530000000000,1073974781,.058399647,-.184129968,-.829278231,-.12201798,.047635019,.076707557,134.52,402000000000,,44.30768899,119.714643,.8110000000000001,,1177.006376,,45.21531546,43.49707296,33.5797623,58.56911111,0,50.374,66.48333332999999,57.13095849,23.71577906,36.75492679,40.26858105,52.369,54.46333333,68.875,,,,,39.27627379740894,14,57.771889,29.559639,-.39441985,.28618169,Armenia,.00025439815,.13856326,53.416168,.000035250239
ARM,Armenia,2024,7280000000000,877133301,,,,1510047,3033500,1.161268536,,,,,65,-75466085,29.01877167,,1690000000000,1180569273,,,,,,,,217000000000,,43.77153282,152.1402291,,,1735.28927,,44.51279855,37.96864882,32.90502401,62.66472282,0,51.61322511,46.60758194,53.65378824,25.15523408,36.93545561,36.62438233,39.41884061,69.97876505000001,78.5965628,.84217,.8561,.7922,.87824,40.9548708651263,8,52.001728,29.616152,,.36532339,Armenia,.00013698362,.24749236,54.698803,.000033902401
AUS,Australia,2019,2330000000000,6336480016,93.59999999999999,109.7595596,144.0565643,13603127,25334826,3.46820261,1.825700045,,34.5434,,81,-29844985008,50.34,5.508588791,536000000000,2330448640,1.788073659,1.538690805,.917978942,1.694617033,1.864646077,1.270365119,109.753,-138000000000,13.48164029,47.60233814,46.18750189,.947,58770.26,36763.58385,5603,,,,,,,,,,,,,,,,,,,39.89780917254233,2448,,28.476889,3.8949311,.10672275,Australia,.047885559,,,
AUS,Australia,2020,2330000000000,5590752219,94.7,110.1392212,137.4907379,13599459,25649248,1.88550119,,.7702395319999999,35.3468,,83,-10577683984,62.86,5.378280163,524000000000,1942297195,1.632980585,1.573353291,.862161875,1.615003586,1.813946962,1.298984885,104.93,-462000000000,14.13009051,50.21317012,44.66445607,.95,58870.89,39862.72814,6759,73.57735529,79.61334913,51.7660162,89.35270052,100,86.43536306,64.55666667,67.46136681,27.62135676,61.98573737,65.69095446999999,83.9476849,90.14541667,93.965,.9432,1,.9471000000000001,.8825,46.41243871648945,2793,79.549919,28.476889,3.7736864,.10300542,Australia,.054636896,2.4790666,87.046555,.1354485
AUS,Australia,2021,2380000000000,6310404299,97,112.6882935,135.5265656,13821829,25685412,3.07994986,1.855090022,,35.836,,82,-24337208093,48.26769892,5.333209991,545000000000,2381789910,1.707388759,1.471722007,.835079134,1.638559699,1.831182718,1.358125925,105.119,-720000000000,17.99099642,49.33031604,40.30248027,.954,61975.95,46481.55926,7730,75.40980096,83.79237875,57.07186627,85.36515786,100,88.5528625,68.18132249999999,78.43532999999999,35.06520704,68.91070465999999,67.2396871,72.2589055,88.12722423,95.70934385,,,,,44.11850090871818,2942,76.189148,28.498121,3.7917209,.092359073,Australia,.057552692,2.0093973,80.193062,.11564622
AUS,Australia,2022,2480000000000,7827261971,97,106.2407608,133.2772675,14188083,26014399,7.175533615,,,36.3933,,78,54381972493,47.13752511,5.206776619,583000000000,2176001378,1.764367104,1.528432727,.983715951,1.508818746,1.894893289,1.323906779,109.469,-712000000000,17.25772312,50.61520166,45.82177023,.952,62305.03,48274.95727,7813,75.29178001,81.81908125,54.11468623,89.94157255,100,86.36005883,76.18916667000001,64.72709952,35.8706112,63.16072424,63.31272324,83.678,87.14671764000001,99,.9405,1,.9379999999999999,.8836000000000001,49.6713769383037,2897,82.337959,28.53928,3.8552055,.1058301,Australia,.056672081,2.3635781,85.412361,.13394889
AUS,Australia,2023,2570000000000,7767880136,97.09999999999999,,,14590437,26652777,6.51199895,,,36.6047,,75,-18881404657,49.71186009,,598000000000,2482079649,1.781204939,1.589879632,.917057216,1.523183942,1.942205548,1.50660193,112.513,-517000000000,,52.28882897,49.22518406,.958,,47578.64443,,73.8886426,83.34456114,52.56753446,85.75383219,100,92.334,76.20333333000001,64.84091121,35.45768629,57.80931864,64.43559845999999,71.32762477999999,87.9138718,98.02,,,,,53.45586113425571,3368,78.481613,28.574926,3.9622941,.11413687,Australia,.06588912,1.9701141,79.62075,.12980908
AUS,Australia,2024,2600000000000,8190032382,,,,14911672,27204809,2.62654569,,,,,76,-39560149067,48.096089,,625000000000,2524994963,,,,,,,,-213000000000,,53.85837934,47.31422901,,,44282.17085,,76.44726827,86.18252567,56.25758071,86.90169844,100,96.18430429999999,75.25007823999999,73.29572016,35.00434662,71.87783779,61.89055772,68.38925109,93.31584422,99,.9577,1,.92219,.95092,59.9309299838468,2320,78.985062,28.586533,,.10947277,Australia,.045380715,2.0615301,80.852547,.093553714
AUT,Austria,2019,406000000000,15967500783,87.8,86.32343292,101.5436325,4627750,8879920,1.473685028,3.132649899,,28.3632,5959,72,4344891829,50.94,5.217790127,101000000000,8506744627,1.521324396,1.492126226,.8921890260000001,1.862298131,1.446407318,1.337158322,120.776,122000000000,1.004222873,54.17239894,108.2072849,.928,13708.07,26298.32251,1544,,,,,,,,,,,,,,,,,,,56.09205776173285,628,,26.729618,3.667074,.2580955,Austria,.012269818,,,
AUT,Austria,2020,380000000000,15995936181,87.5,88.7071991,101.6905594,4607853,8916864,2.593132536,3.202780008,.746739745,29.2106,5829,73,14118129035,61.15,5.571269989,95590072000,8962945639,1.477709413,1.605863214,.8876008990000001,1.770608902,1.395227313,1.394628882,120.132,141000000000,.858562503,56.67429566,99.94821411,.925,14005.41,33802.69117,1752,68.23045596,61.05245999,56.18320161,87.45570628,50,59.47862727,66.22666667,68.50454601,36.98876583,66.29021962,65.27061938,84.84837266,87.07874619,90.44,.8914,.9032,.9471000000000001,.824,59.73912035048215,714,79.384598,26.663437,3.6549673,.23793744,Austria,.01395276,2.401032,85.963562,.033501022
AUT,Austria,2021,399000000000,17019360151,92.5,93.94007111000001,102.307663,4650207,8955797,1.926129351,3.263609886,,29.2537,6323,74,10092244104,50.8524514,5.494110107,101000000000,9997975336,1.24272728,1.528294683,.899554431,1.751754522,1.340415716,1.386383414,121.358,109000000000,.954550279,56.55647535,111.0322687,.93,14969.64,39775.24278,2047,68.07358716,63.09391979,58.5386354,82.58820627999999,50,62.3011275,59.704475,80.37007667,41.42871439,70.95238378000001,63.23480805,67.70778738,90.10019,89.95664146999999,,,,,58.6831343895975,766,72.50415,26.712227,3.4870992,.26499048,Austria,.014970353,1.9243251,78.903992,.028807826
AUT,Austria,2022,420000000000,23542335794,93.59999999999999,94.51168823,101.4580002,4715124,9041851,4.754778076,3.200479984,,29.2343,6659,74,112362400,50.18995878,4.774471283,102000000000,10498954871,1.258586764,1.464922786,.648710012,1.704273224,1.283199787,1.413657665,121.166,87606439223,,55.8984557,124.3834515,.927,14537.08,39544.44726,2257,71.49081059,76.86406545,53.54861855,84.05974775,100,65.43516823,77.03282333,64.98827025,42.62125751,60.4983425,57.52625563,81.048,85.41075757999999,85.72,.8801,.907,.8827,.8505,58.51851268598531,836,81.163857,26.763521,3.331861,.29757693,Austria,.016340189,2.2124598,83.229378,.036152009
