country_name,country_code,year,gdp,htexp,inet,terenr,secenr,labor,pop,infl,rdexp,hci,broad,rdrate,eco_fre,fdi,gii,eduexp,gfcf,ictexp,cc,ge,pv,rl,rq,va,mobile,nfa,nbden,suscom,trade,hdi,sciart,secsvr,ai_art
Brazil,BRA,2001,2.74E+12,,4.53,,,82303564,176301203,8.225094321,1.061980009,,0.187747,341,62,-24714939372,,3.844680071,4.93E+11,260731000,,,,,,,16.3049,-11271208084,,,26.93628502,0.694,13914.7,,
Afghanistan,AFG,2020,1.39E+12,,17,10.8584404,,9060510,39068979,6.962946255,,0.400284141,0.0680079,,55,24258330,,,1.68E+11,54766062,-1.493360877,-1.611539483,-2.702721119,-1.831406713,-1.389163017,-1.078266859,58.0461,8.72E+11,,34.95833158,46.70989455,0.501,145.71,34.8614178,17
Afghanistan,AFG,2020,1.39E+12,,17,10.8584404,,9060510,39068979,6.962946255,,0.400284141,0.0680079,,55,1362,,,1.68E+11,54766062,-1.493360877,-1.611539483,-2.702721119,-1.831406713,-1.389163017,-1.078266859,58.0461,8.72E+11,,34.95833158,46.70989455,0.501,145.71,34.8614178,17
Afghanistan,AFG,2020,1.39E+12,,17,10.8584404,,9060510,39068979,6.962946255,,0.400284141,0.0680079,,55,35,,,1.68E+11,54766062,-1.493360877,-1.611539483,-2.702721119,-1.831406713,-1.389163017,-1.078266859,58.0461,8.72E+11,,34.95833158,46.70989455,0.501,145.71,34.8614178,17
Albania,ALB,2000,8.09E+11,,0.114,,,1313953,3089027,5.919573465,,,,,54,-143000000,,3.430170059,2.20E+11,20900000,-0.855563641,-0.917780161,-0.539989591,-1.020667672,-0.415910125,-0.285138667,0.940923,1.30E+11,,,61.60926104,0.682,22.34,,
Afghanistan,AFG,2021,1.10E+12,,16.5,,,9183905,40000412,2.838996251,,,0.0664243,,53,1565,,,1.52E+11,,-1.152265787,-1.670587897,-2.518676043,-1.877233982,-1.311682105,-1.568389416,56.6945,,,39.26165357,51.41171637,0.486,177.39,39.12459702,19
Afghanistan,AFG,2021,1.10E+12,,16.5,,,9183905,40000412,2.838996251,,,0.0664243,,53,39,,,1.52E+11,,-1.152265787,-1.670587897,-2.518676043,-1.877233982,-1.311682105,-1.568389416,56.6945,,,39.26165357,51.41171637,0.486,177.39,39.12459702,19
Afghanistan,AFG,2022,1.03E+12,,17.2,,,8617545,40578842,9.406239339,,,0.0796302,,,1491,,,1.97E+11,,-1.183684349,-1.880034804,-2.544955969,-1.659845591,-1.27180624,-1.753528714,56.2655,,,34.01304071,72.88546961,0.495,169.19,36.74328607,61
Afghanistan,AFG,2022,1.03E+12,,17.2,,,8617545,40578842,9.406239339,,,0.0796302,,,37,,,1.97E+11,,-1.183684349,-1.880034804,-2.544955969,-1.659845591,-1.27180624,-1.753528714,56.2655,,,34.01304071,72.88546961,0.495,169.19,36.74328607,61
Albania,ALB,2014,1.48E+12,1960836,54.3,65.55071259,103.3213806,1244156,2889104,1.443420539,,,7.16191,,67,-1074294190,30.47,3.216967106,3.68E+11,164437356,-0.586571813,-0.04977081,0.485986233,-0.311199099,0.279037684,0.143689781,115.701,5.24E+11,1.124702035,39.6,75.02120231,0.797,154.14,52.26533901,24
Albania,ALB,2014,1.48E+12,1960836,54.3,65.55071259,103.3213806,1244156,2889104,1.443420539,,,7.16191,,67,151,30.47,3.216967106,3.68E+11,164437356,-0.586571813,-0.04977081,0.485986233,-0.311199099,0.279037684,0.143689781,115.701,5.24E+11,1.124702035,39.6,75.02120231,0.797,154.14,52.26533901,24
Albania,ALB,2014,1.48E+12,1960836,54.3,65.55071259,103.3213806,1244156,2889104,1.443420539,,,7.16191,,67,52,30.47,3.216967106,3.68E+11,164437356,-0.586571813,-0.04977081,0.485986233,-0.311199099,0.279037684,0.143689781,115.701,5.24E+11,1.124702035,39.6,75.02120231,0.797,154.14,52.26533901,24
Albania,ALB,2015,1.51E+12,16607486,56.9,61.96084976,102.4407272,1295052,2880703,0.771576291,,,8.37878,,66,-910256726,30.74,3.437969923,3.76E+11,112051530,-0.545140803,0.027575254,0.341639042,-0.3196868,0.174237311,0.157135263,117.33,6.15E+11,1.304690125,39.9,71.27944766,0.797,159.48,68.38608492,20
Albania,ALB,2015,1.51E+12,16607486,56.9,61.96084976,102.4407272,1295052,2880703,0.771576291,,,8.37878,,66,197,30.74,3.437969923,3.76E+11,112051530,-0.545140803,0.027575254,0.341639042,-0.3196868,0.174237311,0.157135263,117.33,6.15E+11,1.304690125,39.9,71.27944766,0.797,159.48,68.38608492,20
Albania,ALB,2015,1.51E+12,16607486,56.9,61.96084976,102.4407272,1295052,2880703,0.771576291,,,8.37878,,66,68,30.74,3.437969923,3.76E+11,112051530,-0.545140803,0.027575254,0.341639042,-0.3196868,0.174237311,0.157135263,117.33,6.15E+11,1.304690125,39.9,71.27944766,0.797,159.48,68.38608492,20
Aruba,ABW,2002,4550246800,,18.8,28.9244194,100.2670975,,92074,4.434688133,,,,,,-338659218,,4.872200012,,13217877,,,,,,,67.6304,746906000,,,133.2307714,,,,
Albania,ALB,2016,1.57E+12,10199913,59.6,58.48847961,99.17076111,1341701,2876101,-0.864265221,,,9.19224,,66,-1037328978,28.38,3.962090015,3.91E+11,125847930,-0.472373724,0.029082362,0.337447882,-0.322631985,0.186607629,0.171097502,116.284,6.56E+11,1.365094846,43.8,74.01445045,0.797,165.44,144.6402612,17
Albania,ALB,2016,1.57E+12,10199913,59.6,58.48847961,99.17076111,1341701,2876101,-0.864265221,,,9.19224,,66,-1037328978,28.38,3.962090015,3.91E+11,125847930,-0.472373724,0.029082362,0.337447882,-0.322631985,0.186607629,0.171097502,116.284,6.56E+11,1.365094846,44.2,74.01445045,0.797,165.44,144.6402612,17
Albania,ALB,2016,1.57E+12,10199913,59.6,58.48847961,99.17076111,1341701,2876101,-0.864265221,,,9.19224,,66,416,28.38,3.962090015,3.91E+11,125847930,-0.472373724,0.029082362,0.337447882,-0.322631985,0.186607629,0.171097502,116.284,6.56E+11,1.365094846,43.8,74.01445045,0.797,165.44,144.6402612,17
Albania,ALB,2016,1.57E+12,10199913,59.6,58.48847961,99.17076111,1341701,2876101,-0.864265221,,,9.19224,,66,416,28.38,3.962090015,3.91E+11,125847930,-0.472373724,0.029082362,0.337447882,-0.322631985,0.186607629,0.171097502,116.284,6.56E+11,1.365094846,44.2,74.01445045,0.797,165.44,144.6402612,17
Albania,ALB,2016,1.57E+12,10199913,59.6,58.48847961,99.17076111,1341701,2876101,-0.864265221,,,9.19224,,66,145,28.38,3.962090015,3.91E+11,125847930,-0.472373724,0.029082362,0.337447882,-0.322631985,0.186607629,0.171097502,116.284,6.56E+11,1.365094846,43.8,74.01445045,0.797,165.44,144.6402612,17
Albania,ALB,2016,1.57E+12,10199913,59.6,58.48847961,99.17076111,1341701,2876101,-0.864265221,,,9.19224,,66,145,28.38,3.962090015,3.91E+11,125847930,-0.472373724,0.029082362,0.337447882,-0.322631985,0.186607629,0.171097502,116.284,6.56E+11,1.365094846,44.2,74.01445045,0.797,165.44,144.6402612,17
Argentina,ARG,2000,4.80E+11,,7.04,54.33327103,96.62178802,16660492,37213984,1.037287101,0.438840002,,,714,70,-9517286140,,4.580309868,77451444300,286006167,-0.172407657,-0.028038694,0.095823877,-0.214404494,0.182292387,0.418346971,17.4342,15195104837,,,22.62244478,0.789,4231.85,,
Albania,ALB,2017,1.62E+12,1118611,62.4,58.0177803,97.57437134,1363232,2873457,2.725069185,,0.621,10.4757,,64,-1128922245,28.86,3.611720085,4.20E+11,98718673,-0.48138684,0.098552845,0.373770744,-0.414191574,0.220610321,0.203885168,125.1,6.54E+11,1.523164301,46.59642982,76.78738179,0.798,133.42,443.0203758,30
Albania,ALB,2017,1.62E+12,1118611,62.4,58.0177803,97.57437134,1363232,2873457,2.725069185,,0.621,10.4757,,64,1273,28.86,3.611720085,4.20E+11,98718673,-0.48138684,0.098552845,0.373770744,-0.414191574,0.220610321,0.203885168,125.1,6.54E+11,1.523164301,46.59642982,76.78738179,0.798,133.42,443.0203758,30
Albania,ALB,2017,1.62E+12,1118611,62.4,58.0177803,97.57437134,1363232,2873457,2.725069185,,0.621,10.4757,,64,443,28.86,3.611720085,4.20E+11,98718673,-0.48138684,0.098552845,0.373770744,-0.414191574,0.220610321,0.203885168,125.1,6.54E+11,1.523164301,46.59642982,76.78738179,0.798,133.42,443.0203758,30
Albania,ALB,2018,1.68E+12,591718,65.4,56.08029938,98.8223877,1393620,2866376,1.453287225,,0.628666282,12.5058,,64,-1208920406,29.98,3.152944803,4.30E+11,80746259,-0.546018898,0.080524534,0.366779268,-0.414752036,0.256079823,0.188786596,93.8031,6.81E+11,1.53251285,45.30686411,75.69407837,0.801,170.56,526.0998557,25
Albania,ALB,2018,1.68E+12,591718,65.4,56.08029938,98.8223877,1393620,2866376,1.453287225,,0.628666282,12.5058,,64,1508,29.98,3.152944803,4.30E+11,80746259,-0.546018898,0.080524534,0.366779268,-0.414752036,0.256079823,0.188786596,93.8031,6.81E+11,1.53251285,45.30686411,75.69407837,0.801,170.56,526.0998557,25
Albania,ALB,2018,1.68E+12,591718,65.4,56.08029938,98.8223877,1393620,2866376,1.453287225,,0.628666282,12.5058,,64,526,29.98,3.152944803,4.30E+11,80746259,-0.546018898,0.080524534,0.366779268,-0.414752036,0.256079823,0.188786596,93.8031,6.81E+11,1.53251285,45.30686411,75.69407837,0.801,170.56,526.0998557,25
Albania,ALB,2019,1.71E+12,1753201,68.6,61.4085083,99.01515198,1415825,2854191,1.000632856,,,15.1193,,66,-1161056359,30.34,3.916239977,4.21E+11,108058262,-0.564274073,-0.062300701,0.110105053,-0.426317364,0.272065461,0.141965285,91.1635,6.91E+11,1.547011502,44.96684967,75.38212893,0.805,203.1,767.2927285,20
Albania,ALB,2019,1.71E+12,1753201,68.6,61.4085083,99.01515198,1415825,2854191,1.000632856,,,15.1193,,66,2190,30.34,3.916239977,4.21E+11,108058262,-0.564274073,-0.062300701,0.110105053,-0.426317364,0.272065461,0.141965285,91.1635,6.91E+11,1.547011502,44.96684967,75.38212893,0.805,203.1,767.2927285,20
Albania,ALB,2019,1.71E+12,1753201,68.6,61.4085083,99.01515198,1415825,2854191,1.000632856,,,15.1193,,66,767,30.34,3.916239977,4.21E+11,108058262,-0.564274073,-0.062300701,0.110105053,-0.426317364,0.272065461,0.141965285,91.1635,6.91E+11,1.547011502,44.96684967,75.38212893,0.805,203.1,767.2927285,20
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,-1019647592,39.62,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,-1019647592,14.61,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,-1019647592,27.12,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,2511,39.62,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,2511,14.61,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,2511,27.12,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,885,39.62,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,885,14.61,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Albania,ALB,2020,1.66E+12,3810240,72.2,61.58530045,95.92945099,1352399,2837849,0.041044072,,0.634250939,17.7209,,67,885,27.12,3.342299938,4.17E+11,82596608,-0.57353878,-0.155121222,0.088612519,-0.378028214,0.221967235,0.086325444,91.1881,7.47E+11,1.434888238,47.43746032,59.52071189,0.794,167.16,884.8250911,24
Armenia,ARM,2000,1.77E+12,,1.3,35.33147049,90.1155777,1467361,3221100,-1.373675998,0.191060007,,,,63,-104188500,,2.772730112,3.25E+11,16951900,-0.848086238,-0.546417594,-0.682867944,-0.501016259,-0.172101572,-0.374595284,0.55944,70912133286,,,72.23333023,0.667,348.04,,
Albania,ALB,2021,1.80E+12,6384226,79.3,59.96987152,97.66503143,1367734,2811666,3.4443911,,,19.6304,,65,-1168644883,28.0253608,3.022559881,4.99E+11,114601006,-0.577179968,-0.035985023,0.196371928,-0.28071627,0.175859392,0.085588962,92.4843,8.86E+11,1.737090142,49.9299182,75.59032173,0.794,241.09,988.0263161,43
Albania,ALB,2021,1.80E+12,6384226,79.3,59.96987152,97.66503143,1367734,2811666,3.4443911,,,19.6304,,65,2778,28.0253608,3.022559881,4.99E+11,114601006,-0.577179968,-0.035985023,0.196371928,-0.28071627,0.175859392,0.085588962,92.4843,8.86E+11,1.737090142,49.9299182,75.59032173,0.794,241.09,988.0263161,43
Albania,ALB,2021,1.80E+12,6384226,79.3,59.96987152,97.66503143,1367734,2811666,3.4443911,,,19.6304,,65,988,28.0253608,3.022559881,4.99E+11,114601006,-0.577179968,-0.035985023,0.196371928,-0.28071627,0.175859392,0.085588962,92.4843,8.86E+11,1.737090142,49.9299182,75.59032173,0.794,241.09,988.0263161,43
Antigua and Barbuda,ATG,2000,3269710000,,6.48,,80.26776123,,74912,1.535515413,,,,,,-88721557,,,,18334444,0.861537576,0.618822575,0.713235021,1.034903526,0.751229942,0.390961945,29.3678,146610042,,,,,0.25,,
Albania,ALB,2022,1.89E+12,886411,82.6,62.6479187,97.32247162,1389262,2777689,9.861583003,,,20.6989,,67,-1249848500,24.44116124,2.744329929,5.07E+11,163589531,-0.408189446,0.064540535,0.106261313,-0.165585101,0.159353822,0.141740188,98.395,8.51E+11,1.80411929,47.68816478,84.6980571,0.806,238.59,1107.395392,57
Albania,ALB,2022,1.89E+12,886411,82.6,62.6479187,97.32247162,1389262,2777689,9.861583003,,,20.6989,,67,3076,24.44116124,2.744329929,5.07E+11,163589531,-0.408189446,0.064540535,0.106261313,-0.165585101,0.159353822,0.141740188,98.395,8.51E+11,1.80411929,47.68816478,84.6980571,0.806,238.59,1107.395392,57
Albania,ALB,2022,1.89E+12,886411,82.6,62.6479187,97.32247162,1389262,2777689,9.861583003,,,20.6989,,67,1107,24.44116124,2.744329929,5.07E+11,163589531,-0.408189446,0.064540535,0.106261313,-0.165585101,0.159353822,0.141740188,98.395,8.51E+11,1.80411929,47.68816478,84.6980571,0.806,238.59,1107.395392,57
Australia,AUS,2000,1.36E+12,,46.8,,,9542614,19028802,2.550765283,1.57198,,,3471,77,-10797958705,,4.759339809,2.87E+11,1212114151,1.862088323,1.732170224,1.333964705,1.722066879,1.575613499,1.471305132,44.7511,-72094290437,,,40.93521098,0.897,23495.94,,
Algeria,DZA,2014,7.37E+12,4033112,29.5,36.06224823,,11933136,39205031,1.450364662,,,4.08032,,51,-1520777119,24.2,6.54889822,3.25E+12,191497457,-0.613117993,-0.33986479,-1.190535188,-0.804650962,-1.30188942,-0.813460827,110.44,1.56E+13,0.60578728,42.1,56.92354197,0.732,3618.61,2.397651465,490
Algeria,DZA,2014,7.37E+12,4033112,29.5,36.06224823,,11933136,39205031,1.450364662,,,4.08032,,51,94,24.2,6.54889822,3.25E+12,191497457,-0.613117993,-0.33986479,-1.190535188,-0.804650962,-1.30188942,-0.813460827,110.44,1.56E+13,0.60578728,42.1,56.92354197,0.732,3618.61,2.397651465,490
Algeria,DZA,2014,7.37E+12,4033112,29.5,36.06224823,,11933136,39205031,1.450364662,,,4.08032,,51,2,24.2,6.54889822,3.25E+12,191497457,-0.613117993,-0.33986479,-1.190535188,-0.804650962,-1.30188942,-0.813460827,110.44,1.56E+13,0.60578728,42.1,56.92354197,0.732,3618.61,2.397651465,490
Afghanistan,AFG,2009,9.05E+11,,3.55,4.024809837,44.39717102,6563261,27466101,-2.163404427,,,0.00364085,,,-55860135,,4.810639858,,119214755,-1.552298784,-1.50775218,-2.71142149,-1.876118779,-1.664507627,-1.375495195,38.2289,2.15E+11,0.27591716,,,0.458,26.14,,
Algeria,DZA,2015,7.60E+12,2549728,38.2,38.33097839,,12055583,40019529,-4.986744796,,,5.6706,,49,638915215,24.38,6.17633009,3.41E+12,172182810,-0.639462769,-0.410829484,-1.090786576,-0.941968441,-1.256905794,-0.847631812,108.016,1.52E+13,0.543391022,42.2,53.20462259,0.737,4070.79,3.79814565,589
Algeria,DZA,2015,7.60E+12,2549728,38.2,38.33097839,,12055583,40019529,-4.986744796,,,5.6706,,49,152,24.38,6.17633009,3.41E+12,172182810,-0.639462769,-0.410829484,-1.090786576,-0.941968441,-1.256905794,-0.847631812,108.016,1.52E+13,0.543391022,42.2,53.20462259,0.737,4070.79,3.79814565,589
Algeria,DZA,2015,7.60E+12,2549728,38.2,38.33097839,,12055583,40019529,-4.986744796,,,5.6706,,49,4,24.38,6.17633009,3.41E+12,172182810,-0.639462769,-0.410829484,-1.090786576,-0.941968441,-1.256905794,-0.847631812,108.016,1.52E+13,0.543391022,42.2,53.20462259,0.737,4070.79,3.79814565,589
Afghanistan,AFG,2010,1.03E+12,,4,,50.41368866,6822959,28284089,3.814630315,,,0.00530334,,,-192022480,,3.479449987,,191027169,-1.645391107,-1.478315592,-2.579151869,-1.87005806,-1.516528249,-1.404467344,36.1187,2.48E+11,0.34681412,,,0.465,27.68,0.494977936,
Afghanistan,AFG,2010,1.03E+12,,4,,50.41368866,6822959,28284089,3.814630315,,,0.00530334,,,14,,3.479449987,,191027169,-1.645391107,-1.478315592,-2.579151869,-1.87005806,-1.516528249,-1.404467344,36.1187,2.48E+11,0.34681412,,,0.465,27.68,0.494977936,
Afghanistan,AFG,2010,1.03E+12,,4,,50.41368866,6822959,28284089,3.814630315,,,0.00530334,,,0,,3.479449987,,191027169,-1.645391107,-1.478315592,-2.579151869,-1.87005806,-1.516528249,-1.404467344,36.1187,2.48E+11,0.34681412,,,0.465,27.68,0.494977936,
Algeria,DZA,2016,7.90E+12,4844795,42.9,44.10528946,,12189762,40850721,0.856688224,,,7.00004,,50,-1591723072,24.46,6.502108574,3.51E+12,192812901,-0.673700511,-0.464708805,-1.099741936,-0.916658819,-1.241429925,-0.861599445,115.154,1.24E+13,0.563103445,40.4,49.76093279,0.743,4447.92,7.56412598,594
Algeria,DZA,2016,7.90E+12,4844795,42.9,44.10528946,,12189762,40850721,0.856688224,,,7.00004,,50,-1591723072,24.46,6.502108574,3.51E+12,192812901,-0.673700511,-0.464708805,-1.099741936,-0.916658819,-1.241429925,-0.861599445,115.154,1.24E+13,0.563103445,39.8,49.76093279,0.743,4447.92,7.56412598,594
Algeria,DZA,2016,7.90E+12,4844795,42.9,44.10528946,,12189762,40850721,0.856688224,,,7.00004,,50,309,24.46,6.502108574,3.51E+12,192812901,-0.673700511,-0.464708805,-1.099741936,-0.916658819,-1.241429925,-0.861599445,115.154,1.24E+13,0.563103445,40.4,49.76093279,0.743,4447.92,7.56412598,594
